Area,Bauteiltyp,Betongüte,Breite/Höhe,Depth,Einheit,Expositionsklasse,Fenster/Türnummer,Flügelanzahl,GUID,Geschoss,GrossArea,GrossFootprintArea,GrossSideArea,GrossVolume,Height,IfcType,IsExternal,Length,LoadBearing,Material,Name,NetArea,NetFootprintArea,NetSideArea,NetVolume,NumberOfRiser,NumberOfTreads,Perimeter,Raumnummer,RequiredHeadroom,RiserHeight,Rohbaubreite,Rohbauhöhe,Sichtbetonklasse,Stahlbeton,Status,SurfaceSpreadOfFlame,Volume,WU,WalkingLineOffset,Width,Zugehörigkeit,id,Öffnungsbreite,Öffnungshöhe,Öffnungsrichtung,Überwachungsklasse
1.75,Fenster,,,,,,0.EG--Fenster-001,4 Flügel,0KsqCi57n6fgoPiA2My0sT,EG,,,,,0.5,IfcWindow,True,,,,Fenster-001,,,,,,,8.0,,,,3.5,0.5,,,['EXISTING'],,,,,3.5,EG--,83619,,,,
2.1311,Tür,,,,,,0.EG--Tür-004,1 Flügel,0BuVRNVI19pf_6dTAlYclx,EG,,,,,2.11,IfcDoor,True,,,,Tür-004,,,,,,,6.24,,,,1.01,2.01,,,['EXISTING'],,,,,1.01,EG--,83700,,,L,
2.1311,Tür,,,,,,0.EG--Tür-004,1 Flügel,1S52Pl08j7DBi5zrXGqi_p,EG,,,,,2.11,IfcDoor,True,,,,Tür-004,,,,,,,6.24,,,,1.01,2.01,,,['EXISTING'],,,,,1.01,EG--,83781,,,L,
2.1311,Tür,,,,,,0.EG--Tür-004,1 Flügel,1oNAGaXTHF$9SqDZDlkbvR,EG,,,,,2.11,IfcDoor,True,,,,Tür-004,,,,,,,6.24,,,,1.01,2.01,,,['EXISTING'],,,,,1.01,EG--,83862,,,L,
,Wand,,,,,,,,2ODfL8v6rCFwHINiN$yqcJ,EG,,2.05159997979,56.199,10.12862,4.0,IfcWall,True,14.41,True,,Wand-014,,2.05159997979,44.5557,8.032826,,,,,,,,,,,['EXISTING'],,,,,0.18,,85001,,,,
1.75,Öffnung,,,0.18,,,,,0oc2JjKTtKFLgXBTdt$t2u,,,,,,0.5,IfcOpeningElement,,,,,Fenster-001,,,,,,,,,,,,,,,,,0.0955205,,,3.5,,84671,,,,
1.75,Öffnung,,,0.18,,,,,2IMy5MlDcLK0fWyTtCEwkx,,,,,,0.5,IfcOpeningElement,,,,,Fenster-002,,,,,,,,,,,,,,,,,0.0955205,,,3.5,,84730,,,,
1.75,Öffnung,,,0.18,,,,,326hg_yl8FL_5p3cmOAAot,,,,,,0.5,IfcOpeningElement,,,,,Fenster-003,,,,,,,,,,,,,,,,,0.0955205,,,3.5,,84789,,,,
2.1311,Öffnung,,,0.18,,,,,1cl5j8nAfCawixrNi74$DU,,,,,,2.11,IfcOpeningElement,,,,,Tür-004,,,,,,,,,,,,,,,,,0.111556828,,,1.01,,84848,,,,
2.1311,Öffnung,,,0.18,,,,,11vJrtCbzlBoK1MkPkUKXt,,,,,,2.11,IfcOpeningElement,,,,,Tür-004,,,,,,,,,,,,,,,,,0.111556828,,,1.01,,84907,,,,
2.1311,Öffnung,,,0.18,,,,,1XqQP3YHCkpTZBFXzgb6lV,,,,,,2.11,IfcOpeningElement,,,,,Tür-004,,,,,,,,,,,,,,,,,0.111556828,,,1.01,,84966,,,,
1.75,Fenster,,,,,,0.EG--Fenster-001,4 Flügel,1IadlJXTzCWPn8zP$tpFk8,EG,,,,,0.5,IfcWindow,True,,,,Fenster-001,,,,,,,8.0,,,,3.5,0.5,,,['EXISTING'],,,,,3.5,EG--,86477,,,,
1.75,Fenster,,,,,,0.EG--Fenster-002,4 Flügel,1oSTvjg5b9$e4W8MV8zZEg,EG,,,,,0.5,IfcWindow,True,,,,Fenster-002,,,,,,,8.0,,,,3.5,0.5,,,['EXISTING'],,,,,3.5,EG--,86558,,,,
1.75,Fenster,,,,,,0.EG--Fenster-003,4 Flügel,1kD57oQ05FQBsIgJntiuUU,EG,,,,,0.5,IfcWindow,True,,,,Fenster-003,,,,,,,8.0,,,,3.5,0.5,,,['EXISTING'],,,,,3.5,EG--,86639,,,,
2.1311,Tür,,,,,,0.EG--Tür-004,1 Flügel,1FxlvwfDvBF99$36l0uJH5,EG,,,,,2.11,IfcDoor,True,,,,Tür-004,,,,,,,6.24,,,,1.01,2.01,,,['EXISTING'],,,,,1.01,EG--,86720,,,R,
2.1311,Tür,,,,,,0.EG--Tür-004,1 Flügel,2xGtQI3uH4nOq5yhMNsJtr,EG,,,,,2.11,IfcDoor,True,,,,Tür-004,,,,,,,6.24,,,,1.01,2.01,,,['EXISTING'],,,,,1.01,EG--,86801,,,R,
2.1311,Tür,,,,,,0.EG--Tür-004,1 Flügel,1yANx7uo9648R5OcRBbTo_,EG,,,,,2.11,IfcDoor,True,,,,Tür-004,,,,,,,6.24,,,,1.01,2.01,,,['EXISTING'],,,,,1.01,EG--,86882,,,R,
,Wand,,,,,,,,1p8Kxw3O93eOORgfmEm$mJ,EG,,0.391000092056,15.249,1.5249,3.9,IfcWall,True,3.91,True,,Wand-015,,0.391000092056,15.249,1.5249,,,,,,,,,,,['EXISTING'],,,,,0.1,,87206,,,,
,Decke,,,,,,,,1L6hsLmvv16gR6ujgeqmm2,EG,161.1038,,,16.11038,,IfcSlab,False,,True,,RD-002,155.834,,,15.5834,,,51.18,,,,,,,,['EXISTING'],,,,,0.1,,88357,,,,
,Wand,,,,,,,,2FRDx3JUH2swcWdF3F8jvV,EG,,0.391000092056,15.249,1.5249,3.9,IfcWall,True,3.91,True,,Wand-015,,0.391000092056,15.249,1.5249,,,,,,,,,,,['EXISTING'],,,,,0.1,,88681,,,,
,Wand,,,,,,,,3BAm3rhjn53QKTYhk9fPSg,EG,,0.391000092056,15.249,1.5249,3.9,IfcWall,True,3.91,True,,Wand-016,,0.391000092056,15.249,1.5249,,,,,,,,,,,['EXISTING'],,,,,0.1,,89005,,,,
,Wand,C30/37,,,,XF3,,,2j96Vzeub3LhpxOgpAGfhn,EG,,4.10000029802,40.0,16.4,4.0,IfcWall,True,10.0,True,Stahlbeton,Wand-002,,4.10000029802,34.0,13.94,,,,,,,,,SB2,,['EXISTING'],,,,,0.41,,89868,,,,ÜK1
2.0,Öffnung,,,0.41,,,,,39Xq2nz$8$3MWxk0IRX7To,,,,,,1.0,IfcOpeningElement,,,,,Fenster-006,,,,,,,,,,,,,,,,,0.09219,,,2.0,,89707,,,,
2.0,Öffnung,,,0.41,,,,,3iiVmbkHehhlsnMER6LlwE,,,,,,1.0,IfcOpeningElement,,,,,Fenster-007,,,,,,,,,,,,,,,,,0.09219,,,2.0,,89766,,,,
2.0,Öffnung,,,0.41,,,,,0g1VTQLmoGw3qGUj7cv6fQ,,,,,,1.0,IfcOpeningElement,,,,,Fenster-008,,,,,,,,,,,,,,,,,0.09219,,,2.0,,89825,,,,
2.0,Fenster,,,,,,0.EG--Fenster-006,3 Flügel,366xFG1tX9Ie1oMPvAcM9j,EG,,,,,1.0,IfcWindow,True,,,,Fenster-006,,,,,,,6.0,,,,2.0,1.0,,,['EXISTING'],,,,,2.0,EG--,91159,,,,
2.0,Fenster,,,,,,0.EG--Fenster-007,3 Flügel,3Sg704G1P7qB8LEO4dArxO,EG,,,,,1.0,IfcWindow,True,,,,Fenster-007,,,,,,,6.0,,,,2.0,1.0,,,['EXISTING'],,,,,2.0,EG--,91240,,,,
2.0,Fenster,,,,,,0.EG--Fenster-008,3 Flügel,3XwZTBQXLDMhaPrzpCbSRo,EG,,,,,1.0,IfcWindow,True,,,,Fenster-008,,,,,,,6.0,,,,2.0,1.0,,,['EXISTING'],,,,,2.0,EG--,91321,,,,
,Wand,,,,,,,,1xq$rwXJ10N95xVAAlx9l6,EG,,1.25779966983,40.0,7.2128,4.0,IfcWall,True,10.0,True,,Wand-013,,1.25779966983,30.6067,5.522006,,,,,,,,,,,['EXISTING'],,,,,0.18,,92440,,,,
1.0,Öffnung,,,0.18,,,,,2akIZXe7UMn7gfq7FnvbtY,,,,,,0.5,IfcOpeningElement,,,,,Fenster-001,,,,,,,,,,,,,,,,,0.058694,,,2.0,,92110,,,,
1.0,Öffnung,,,0.18,,,,,1llIzGRnR5TPslg0y2epGc,,,,,,0.5,IfcOpeningElement,,,,,Fenster-002,,,,,,,,,,,,,,,,,0.058694,,,2.0,,92169,,,,
1.0,Öffnung,,,0.18,,,,,270y2nvyICtAeske$sNGm_,,,,,,0.5,IfcOpeningElement,,,,,Fenster-003,,,,,,,,,,,,,,,,,0.058694,,,2.0,,92228,,,,
2.1311,Öffnung,,,0.18,,,,,0KoW3CRkyNyUGaHtBQCN5L,,,,,,2.11,IfcOpeningElement,,,,,Tür-004,,,,,,,,,,,,,,,,,0.111556828,,,1.01,,92287,,,,
2.1311,Öffnung,,,0.18,,,,,11l_beIbApFmtE01eeRsDi,,,,,,2.11,IfcOpeningElement,,,,,Tür-004,,,,,,,,,,,,,,,,,0.111556828,,,1.01,,92346,,,,
2.1311,Öffnung,,,0.18,,,,,01oH3RmA6IVxFrjnBv6W_T,,,,,,2.11,IfcOpeningElement,,,,,Tür-004,,,,,,,,,,,,,,,,,0.111556828,,,1.01,,92405,,,,
1.0,Fenster,,,,,,0.EG--Fenster-001,4 Flügel,2ctGf5N_jEm8zimbhWE50e,EG,,,,,0.5,IfcWindow,True,,,,Fenster-001,,,,,,,5.0,,,,2.0,0.5,,,['EXISTING'],,,,,2.0,EG--,93932,,,,
1.0,Fenster,,,,,,0.EG--Fenster-002,4 Flügel,1F8_TV7MH2LfWDLzToyUkQ,EG,,,,,0.5,IfcWindow,True,,,,Fenster-002,,,,,,,5.0,,,,2.0,0.5,,,['EXISTING'],,,,,2.0,EG--,95408,,,,
1.0,Fenster,,,,,,0.EG--Fenster-003,4 Flügel,3A8zV31Q51Mg$IEkiQv9f7,EG,,,,,0.5,IfcWindow,True,,,,Fenster-003,,,,,,,5.0,,,,2.0,0.5,,,['EXISTING'],,,,,2.0,EG--,95489,,,,
2.1311,Tür,,,,,,0.EG--Tür-004,1 Flügel,1L1npSyDL0VA5oXuD_$LzT,EG,,,,,2.11,IfcDoor,True,,,,Tür-004,,,,,,,6.24,,,,1.01,2.01,,,['EXISTING'],,,,,1.01,EG--,95570,,,R,
2.1311,Tür,,,,,,0.EG--Tür-004,1 Flügel,0ACdeyPYf8AAjnUE$MljEe,EG,,,,,2.11,IfcDoor,True,,,,Tür-004,,,,,,,6.24,,,,1.01,2.01,,,['EXISTING'],,,,,1.01,EG--,95651,,,R,
2.1311,Tür,,,,,,0.EG--Tür-004,1 Flügel,1nBKCMDR57$gLPACC$z4h7,EG,,,,,2.11,IfcDoor,True,,,,Tür-004,,,,,,,6.24,,,,1.01,2.01,,,['EXISTING'],,,,,1.01,EG--,95732,,,R,
,Wand,,,,,,,,1rp0xnRoT11OQvq8LGcAAW,EG,,0.391000092056,15.64,1.564,4.0,IfcWall,True,3.91,True,,Wand-015,,0.391000092056,15.64,1.564,,,,,,,,,,,['EXISTING'],,,,,0.1,,96056,,,,
,Wand,,,,,,,,2Lg69W2TPC685vPaEUIFhV,EG,,0.391000092056,15.64,1.564,4.0,IfcWall,True,3.91,True,,Wand-016,,0.391000092056,15.64,1.564,,,,,,,,,,,['EXISTING'],,,,,0.1,,96380,,,,
,Treppe,,,,,,,,3Yk8$TG5j8bhKFAnaNtZOX,EG,,,,,,IfcStair,False,,False,,Treppe-001,,,,,20.0,21.0,,,2.2,0.1995,,,,,['EXISTING'],,,,6.236,,,99288,,,,
,Treppe,,,,,,,,3pJu7PV7TBzwUNG63iBDQF,EG,,,,,,IfcStair,False,,False,,Treppe-001,,,,,20.0,21.0,,,2.2,0.1995,,,,,['EXISTING'],,,,6.236,,,102263,,,,
,Sanitärobjekt,,,,,,,,0KLY4szYf9cgrYtM_K93C5,R-008,,,,,,IfcSanitaryTerminal,,,,,Doppelwaschbecken,,,,,,,,,,,,,,,,,,,,,EG--,108258,,,,
,Wand,,,,,,,,1aMewgApT5duiJZKR6OIWg,R-008,,0.0910000179708,6.09,0.609,2.1,IfcWall,True,2.9,True,,Wand-012,,0.0910000179708,2.1543,0.21045,,,,,,,,,,,['EXISTING'],,,,,0.1,,109087,,,,
1.9056,Öffnung,,,0.1,,,,,3Cudvs3qvcAJglzEzPFMKy,,,,,,1.985,IfcOpeningElement,,,,,Tür-004,,,,,,,,,,,,,,,,,0.111556828,,,0.96,,108953,,,,
1.9056,Öffnung,,,0.1,,,,,3l7gvQvg1d_hCrai41fFvU,,,,,,1.985,IfcOpeningElement,,,,,Tür-004,,,,,,,,,,,,,,,,,0.111631828,,,0.96,,109052,,,,
1.9056,Tür,,,,,,0.EG--Tür-004,1 Flügel,3fPbOi9qz2c8QxsvhxRH9A,R-008,,,,,1.985,IfcDoor,True,,,,Tür-004,,,,,,,5.89,,,,1.01,2.01,,,['EXISTING'],,,,,0.96,EG--,109715,,,R,
1.9056,Tür,,,,,,0.EG--Tür-004,1 Flügel,2bMyTVvtL6NBsgFKaGGMYF,R-008,,,,,1.985,IfcDoor,True,,,,Tür-004,,,,,,,5.89,,,,1.01,2.01,,,['EXISTING'],,,,,0.96,EG--,110327,,,L,
,Wand,,,,,,,,1GCqS$iX139OxZc036omaC,R-008,,0.199855087525,4.19695683802,0.419695683802,2.1,IfcWall,True,1.99855087525,True,,Wand-012,,0.199855087525,4.19695683802,0.419695683802,,,,,,,,,,,['EXISTING'],,,,,0.1,,110664,,,,
,Sanitärobjekt,,,,,,,,1MX2WlGC94tg8SuInLrDkU,R-008,,,,,,IfcSanitaryTerminal,,,,,Handtrockner,,,,,,,,,,,,,,,,,,,,,EG--,112231,,,,
,Sanitärobjekt,,,,,,,,06LmVzI$PCGBB2c4CJcsfO,R-008,,,,,,IfcSanitaryTerminal,,,,,WC,,,,,,,,,,,,,,,,,,,,,EG--,135342,,,,
,Sanitärobjekt,,,,,,,,0jrOtuD9r4khj66Wg$Nr7y,R-008,,,,,,IfcSanitaryTerminal,,,,,WC,,,,,,,,,,,,,,,,,,,,,EG--,135384,,,,
,Sanitärobjekt,,,,,,,,2ePcD3ylf6S8yCLa_DG8S5,R-009,,,,,,IfcSanitaryTerminal,,,,,Urinal ,,,,,,,,,,,,,,,,,,,,,EG--,136938,,,,
,Sanitärobjekt,,,,,,,,0v09gpHGH29hsFzZZCENQH,R-009,,,,,,IfcSanitaryTerminal,,,,,Urinal ,,,,,,,,,,,,,,,,,,,,,EG--,136980,,,,
,Sanitärobjekt,,,,,,,,1uDKTWLn9CUeP4oXRw7uVk,R-009,,,,,,IfcSanitaryTerminal,,,,,Urinal ,,,,,,,,,,,,,,,,,,,,,EG--,137018,,,,
,Sanitärobjekt,,,,,,,,0HzRhx4w11thUiJY3ttvRa,R-009,,,,,,IfcSanitaryTerminal,,,,,Doppelwaschbecken,,,,,,,,,,,,,,,,,,,,,EG--,137056,,,,
,Wand,,,,,,,,34yuCW6XvDju9JPTjDf_Q6,R-009,,0.0470625,3.058125,0.30778125,2.1,IfcWall,True,1.45,True,,Wand-012,,0.0470625,1.090275,0.10850625,,,,,,,,,,,['EXISTING'],,,,,0.1,,137638,,,,
1.9056,Öffnung,,,0.1,,,,,3cf5IVloEpx5HYo$Ro5LkA,,,,,,1.985,IfcOpeningElement,,,,,Tür-004,,,,,,,,,,,,,,,,,0.111556828,,,0.96,,137603,,,,
1.9056,Tür,,,,,,0.EG--Tür-004,1 Flügel,11JyRzDu9AePOIUFamH$A7,R-009,,,,,1.985,IfcDoor,True,,,,Tür-004,,,,,,,5.89,,,,1.01,2.01,,,['EXISTING'],,,,,0.96,EG--,137719,,,R,
,Wand,,,,,,,,0s3QoswRj4lPOw92vvg5e_,R-009,,0.203292587525,4.28883183802,0.426914433802,2.1,IfcWall,True,2.04855087525,True,,Wand-012,,0.203292587525,4.28883183802,0.426914433802,,,,,,,,,,,['EXISTING'],,,,,0.1,,138056,,,,
,Sanitärobjekt,,,,,,,,2LUyXHDqb2fPBlle6VF5cO,R-009,,,,,,IfcSanitaryTerminal,,,,,Handtrockner,,,,,,,,,,,,,,,,,,,,,EG--,138093,,,,
,Sanitärobjekt,,,,,,,,36JojM_3n18gat0dDNBl6x,R-009,,,,,,IfcSanitaryTerminal,,,,,WC,,,,,,,,,,,,,,,,,,,,,EG--,138131,,,,
,Sanitärobjekt,,,,,,,,1_Rb49x_j4Dga$DPnaHax9,R-010,,,,,,IfcSanitaryTerminal,,,,,Doppelwaschbecken,,,,,,,,,,,,,,,,,,,,,EG--,138290,,,,
,Sanitärobjekt,,,,,,,,3l68fY5R12OOIBYeO65GFP,R-010,,,,,,IfcSanitaryTerminal,,,,,WC barrierefrei,,,,,,,,,,,,,,,,,,,,,EG--,143482,,,,
,Sanitärobjekt,,,,,,,,0lRSt8JGXDrfimMpjXi_Jg,R-010,,,,,,IfcSanitaryTerminal,,,,,Handtrockner,,,,,,,,,,,,,,,,,,,,,EG--,143524,,,,
,Sanitärobjekt,,,,,,,,2CMM8lK4r6Te25vAltd1gc,R-010,,,,,,IfcSanitaryTerminal,,,,,Stand Bidet,,,,,,,,,,,,,,,,,,,,,EG--,156520,,,,
,Sanitärobjekt,,,,,,,,0ffrBHW$H4GuWXkLnW20zC,R-010,,,,,,IfcSanitaryTerminal,,,,,Duschabtrennung ,,,,,,,,,,,,,,,,,,,,,EG--,164112,,,,
,Sanitärobjekt,,,,,,,,0$NtCeT5b1VumXw7e1VkrH,R-010,,,,,,IfcSanitaryTerminal,,,,,Stuhl-018,,,,,,,,,,,,,,,,,,,,,EG--,166379,,,,
,Möbel,,,,,,,,2sD305Ifv7POTbw70a1tjv,R-010,,,,,,IfcFurniture,,,,,Regal ,,,,,,,,,,,,,,,,,,,,,EG--,168949,,,,
,Allgemeines Bauteil,,51⁵/136,,cm,,,,1x9JXj7Zz2MRud7pgwinvA,R-011,,,,,,IfcBuildingElementProxy,False,,False,,Zimmerpflanze,,,,,,,,,,,,,,,['EXISTING'],,,,,,,172550,51⁵,136,,
,Allgemeines Bauteil,,51⁵/136,,cm,,,,2JzvEMsCr6RA14A$7uEJP6,R-011,,,,,,IfcBuildingElementProxy,False,,False,,Zimmerpflanze,,,,,,,,,,,,,,,['EXISTING'],,,,,,,176016,51⁵,136,,
,Allgemeines Bauteil,,51⁵/136,,cm,,,,3H75jWTVDDOeBEV4eNlv52,R-011,,,,,,IfcBuildingElementProxy,False,,False,,Zimmerpflanze,,,,,,,,,,,,,,,['EXISTING'],,,,,,,179478,51⁵,136,,
,Allgemeines Bauteil,,51⁵/136,,cm,,,,0TV1zOCSz9NAvHGKU9Xr0A,R-011,,,,,,IfcBuildingElementProxy,False,,False,,Zimmerpflanze,,,,,,,,,,,,,,,['EXISTING'],,,,,,,182940,51⁵,136,,
,Allgemeines Bauteil,,51⁵/136,,cm,,,,2HXa0Kehj1ffrfXeEi5zqD,R-011,,,,,,IfcBuildingElementProxy,False,,False,,Zimmerpflanze,,,,,,,,,,,,,,,['EXISTING'],,,,,,,186402,51⁵,136,,
,Möbel,,,,,,,,121cDjwyH4wQ$9jkCrrXKz,R-012,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,EG--,197328,,,,
,Möbel,,,,,,,,1We$58QW96rggr3NyYcWZf,R-012,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,EG--,208131,,,,
,Möbel,,,,,,,,0yVVdKbu94phhvf_ydDmVx,R-012,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,EG--,218934,,,,
,Möbel,,,,,,,,0FFx0RUab7VBkg_T3cjWGA,R-012,,,,,,IfcFurniture,,,,,Flipchart,,,,,,,,,,,,,,,,,,,,,EG--,219939,,,,
,Möbel,,,,,,,,0a4qA_McfDveekJwVtJV_O,R-012,,,,,,IfcFurniture,,,,,Vitrinenschrank,,,,,,,,,,,,,,,,,,,,,EG--,221574,,,,
,Möbel,,,,,,,,0gwqi5bsj8w9hitNzQB28m,R-012,,,,,,IfcFurniture,,,,,Sideboard,,,,,,,,,,,,,,,,,,,,,EG--,221612,,,,
,Möbel,,,,,,,,1bMyd00gL0qxNnwpxuItIS,R-012,,,,,,IfcFurniture,,,,,Sideboard,,,,,,,,,,,,,,,,,,,,,EG--,221650,,,,
,Möbel,,,,,,,,0e5xRos1zEDeKSCKeHCBgs,R-012,,,,,,IfcFurniture,,,,,Sideboard,,,,,,,,,,,,,,,,,,,,,EG--,221688,,,,
,Möbel,,,,,,,,324pZ9195FYPLzzWZvUS1p,R-012,,,,,,IfcFurniture,,,,,Sideboard,,,,,,,,,,,,,,,,,,,,,EG--,221726,,,,
,Möbel,,,,,,,,1Sr1elhgr2oRoAAiC42Fbe,R-012,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,EG--,232529,,,,
,Möbel,,,,,,,,1wPGueYif8lBJ3UrozIROw,R-013,,,,,,IfcFurniture,,,,,Unterschrank,,,,,,,,,,,,,,,,,,,,,EG--,233465,,,,
,Möbel,,,,,,,,1Xgz16cvf5lAq1jsxxU0u_,R-013,,,,,,IfcFurniture,,,,,Unterschrank,,,,,,,,,,,,,,,,,,,,,EG--,233507,,,,
,Möbel,,,,,,,,0AZzQ8j6v0SfrbpPUBKNQf,R-013,,,,,,IfcFurniture,,,,,Unterschrank,,,,,,,,,,,,,,,,,,,,,EG--,235141,,,,
,Möbel,,,,,,,,3qBREFQ4X8y86WRvMv0gQX,R-013,,,,,,IfcFurniture,,,,,Unterschrank,,,,,,,,,,,,,,,,,,,,,EG--,235437,,,,
,Sanitärobjekt,,,,,,,,38G5_LBnb5IQa_mB$kwbkt,R-013,,,,,,IfcSanitaryTerminal,,,,,Büroplanung ,,,,,,,,,,,,,,,,,,,,,EG--,239232,,,,
,Möbel,,,,,,,,0YoTvNgUb1d8giXKAodL8q,R-013,,,,,,IfcFurniture,,,,,Büroplanung ,,,,,,,,,,,,,,,,,,,,,EG--,240434,,,,
,Möbel,,,,,,,,2cD7z9yC52ORgTWzNFTvGJ,R-013,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,EG--,251203,,,,
,Möbel,,,,,,,,37DbD6D6L1UuFIgYRYHroi,R-013,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,EG--,261968,,,,
,Möbel,,,,,,,,1gA$gSwP56VQ23SUQhE96Z,R-013,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,EG--,272733,,,,
,Möbel,,,,,,,,3c2mKiwMz33fv4oj6irJ4I,R-013,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,EG--,283498,,,,
,Möbel,,,,,,,,0JGWTDOwXCLx1tUm4ZPVLA,R-013,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,EG--,294263,,,,
,Möbel,,,,,,,,25EjsHMp55Cw0cH9aar38B,R-013,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,EG--,305028,,,,
,Möbel,,,,,,,,1fKERq_r58cxabJ_0o68lI,R-013,,,,,,IfcFurniture,,,,,Unterschrank,,,,,,,,,,,,,,,,,,,,,EG--,305066,,,,
,Möbel,,,,,,,,3YlNLEERvAvQUxqEzZ0Tji,R-013,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,EG--,315831,,,,
,Möbel,,,,,,,,13D6CGGx95AuzwB5tgfeiC,R-013,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,EG--,326596,,,,
,Möbel,,,,,,,,3JLZwRIPr8ehMoMD_bJFtS,R-013,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,EG--,337361,,,,
,Möbel,,,,,,,,3txwCnzmL02vtc_eNjVoly,R-013,,,,,,IfcFurniture,,,,,Büroplanung ,,,,,,,,,,,,,,,,,,,,,EG--,337896,,,,
,Möbel,,,,,,,,2nKb8q39TD19QbR7SdW47G,R-013,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,EG--,348665,,,,
,Möbel,,,,,,,,1w6EzOe0X8P9iehyN_UsXW,R-014,,,,,,IfcFurniture,,,,,Sideboard,,,,,,,,,,,,,,,,,,,,,EG--,348824,,,,
,Möbel,,,,,,,,1g1_Z86U5DIP7_Mma2eGgF,R-014,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,EG--,359627,,,,
,Möbel,,,,,,,,28AoUdgj981wu6VaDX7skX,R-014,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,EG--,370430,,,,
,Möbel,,,,,,,,2xRA3TcjDAZ8Z1PAhA$zH3,R-014,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,EG--,381233,,,,
,Möbel,,,,,,,,2JYeNQ3Dj8e8g8fwtIQ6zu,R-014,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,EG--,392036,,,,
,Möbel,,,,,,,,3ASxfVCRn95fxTFOj5eOpK,R-014,,,,,,IfcFurniture,,,,,Flipchart,,,,,,,,,,,,,,,,,,,,,EG--,392074,,,,
,Möbel,,,,,,,,1cxTtRK$P6hxL_bYYHSAY1,R-014,,,,,,IfcFurniture,,,,,Vitrinenschrank,,,,,,,,,,,,,,,,,,,,,EG--,392112,,,,
,Möbel,,,,,,,,3uIjOuUCr4$eGWoHXDZSlU,R-014,,,,,,IfcFurniture,,,,,Sideboard,,,,,,,,,,,,,,,,,,,,,EG--,392150,,,,
,Möbel,,,,,,,,1vX5Mnfm1EgBuRWmaT9yzH,R-014,,,,,,IfcFurniture,,,,,Sideboard,,,,,,,,,,,,,,,,,,,,,EG--,392188,,,,
,Möbel,,,,,,,,2MogKv_8T8xO248PFimxrF,R-014,,,,,,IfcFurniture,,,,,Sideboard,,,,,,,,,,,,,,,,,,,,,EG--,392226,,,,
,Möbel,,,,,,,,2WAiMFQDD2RALU32bYHP_F,R-015,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,EG--,403150,,,,
,Möbel,,,,,,,,2z3ricyjD8p8ojoQ7LDEDD,R-015,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,EG--,413953,,,,
,Möbel,,,,,,,,2sPZhQhvP0HAlEHg8cWVt5,R-015,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,EG--,424756,,,,
,Möbel,,,,,,,,3hie1y_yzAWfJE3OxswOnw,R-015,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,EG--,435559,,,,
,Möbel,,,,,,,,2dG0eCEKzFkvej$vlR5WiY,R-015,,,,,,IfcFurniture,,,,,Flipchart,,,,,,,,,,,,,,,,,,,,,EG--,435597,,,,
,Möbel,,,,,,,,1L7SjDeer3LupAAHGlK$Us,R-015,,,,,,IfcFurniture,,,,,Vitrinenschrank,,,,,,,,,,,,,,,,,,,,,EG--,435635,,,,
,Möbel,,,,,,,,0CCK$FbrDEVBEXR1ghGhlL,R-015,,,,,,IfcFurniture,,,,,Sideboard,,,,,,,,,,,,,,,,,,,,,EG--,435673,,,,
